event_type,official_release_timestamp,original_timezone,release_timestamp_utc,official_source,source_document,source_release_identifier,acquisition_timestamp_utc,verification_basis,broker_wall_timestamp
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators suggest that economic activity has been expanding at a solid pace. Job gains have slowed in recent months but remain strong, and the unemployment rate has remained low. Inflation remains elevated. The U.S. b",EDT,2023-09-20T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230920a.htm,monetary20230920a,2026-09-03T15:49:10.371683Z,official document release or embargo timestamp,2023-09-20T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, September 29, 2023 BEA 23-44 Personal Income and Outlays, August 2023 Personal income increased $87.6 billion (0.4 percent at a monthly rate) in August, according to estimates released today by the Bureau of Ec",EDT,2023-09-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-august-2023,personal-income-and-outlays-august-2023,2026-09-03T15:47:51.996491Z,official document release or embargo timestamp,2023-09-29T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 10:00 a.m. EDT, Friday, September 29, 2023 BEA 23-45 Personal Income by State, 2nd Quarter 2023 Personal income , in current dollars, increased in 49 states and the District of Columbia in the second quarter of 2023, with the percent",EDT,2023-09-29T14:00:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-state-2nd-quarter-2023,personal-income-state-2nd-quarter-2023,2026-09-03T15:48:07.480149Z,official document release or embargo timestamp,2023-09-29T17:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Wednesday, October 4, 2023 BEA 23–46 Personal Consumption Expenditures by State, 2022 Nationally, personal consumption expenditures (PCE), in current dollars, increased 9.2 percent in 2022 after increasing 12.9 percent",EDT,2023-10-04T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-consumption-expenditures-state-2022,personal-consumption-expenditures-state-2022,2026-09-03T15:47:49.772774Z,official document release or embargo timestamp,2023-10-04T15:30:00
EMPLOYMENT,"embargoed until USDL-23-2128 8:30 a.m. (ET) Friday, October 6, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",ET,2023-10-06T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_10062023.htm,empsit_10062023,2026-09-03T15:44:48.212858Z,official document release or embargo timestamp,2023-10-06T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Thursday, October 12, 2023 USDL-23-2185 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - SEPTEMBER 2023 The Consumer Price Index",ET,2023-10-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_10122023.htm,cpi_10122023,2026-09-03T15:42:55.220920Z,official document release or embargo timestamp,2023-10-12T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, October 27, 2023 BEA 23-50 Personal Income and Outlays, September 2023 Personal income increased $77.8 billion (0.3 percent at a monthly rate) in September, according to estimates released today by the Bureau o",EDT,2023-10-27T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-september-2023,personal-income-and-outlays-september-2023,2026-09-03T15:48:04.573960Z,official document release or embargo timestamp,2023-10-27T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators suggest that economic activity expanded at a strong pace in the third quarter. Job gains have moderated since earlier in the year but remain strong, and the unemployment rate has remained low. Inflation rema",EDT,2023-11-01T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231101a.htm,monetary20231101a,2026-09-03T15:49:11.123523Z,official document release or embargo timestamp,2023-11-01T20:00:00
EMPLOYMENT,"embargoed until USDL-23-2318 8:30 a.m. (ET) Friday, November 3, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2023-11-03T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_11032023.htm,empsit_11032023,2026-09-03T15:44:49.309607Z,official document release or embargo timestamp,2023-11-03T14:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, November 14, 2023 USDL-23-2421 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - OCTOBER 2023 The Consumer Price Index f",ET,2023-11-14T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_11142023.htm,cpi_11142023,2026-09-03T15:42:56.108914Z,official document release or embargo timestamp,2023-11-14T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Thursday, November 16, 2023 BEA 23—52 Personal Income by County and Metropolitan Area, 2022 Personal income , in current dollars, increased in 1,964 counties, decreased in 1,107, and was unchanged in 43 counties in 202",EST,2023-11-16T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-county-and-metropolitan-area-2022,personal-income-county-and-metropolitan-area-2022,2026-09-03T15:48:06.015884Z,official document release or embargo timestamp,2023-11-16T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Thursday, November 30, 2023 BEA 23–56 Personal Income and Outlays, October 2023 Personal income increased $57.1 billion (0.2 percent at a monthly rate) in October, according to estimates released today by the Bureau of",EST,2023-11-30T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-october-2023,personal-income-and-outlays-october-2023,2026-09-03T15:48:03.089570Z,official document release or embargo timestamp,2023-11-30T15:30:00
EMPLOYMENT,"embargoed until USDL-23-2530 8:30 a.m. (ET) Friday, December 8, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2023-12-08T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_12082023.htm,empsit_12082023,2026-09-03T15:44:50.353874Z,official document release or embargo timestamp,2023-12-08T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, December 12, 2023 USDL-23-2563 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - NOVEMBER 2023 The Consumer Price Index ",ET,2023-12-12T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_12122023.htm,cpi_12122023,2026-09-03T15:42:56.754165Z,official document release or embargo timestamp,2023-12-12T15:30:00
FOMC,"For release at 2:00 p.m. EST Share Recent indicators suggest that growth of economic activity has slowed from its strong pace in the third quarter. Job gains have moderated since earlier in the year but remain strong, and the unemployment rate has remained low",EST,2023-12-13T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231213a.htm,monetary20231213a,2026-09-03T15:49:11.824587Z,official document release or embargo timestamp,2023-12-13T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Friday, December 22, 2023 BEA 23–64 Personal Income and Outlays, November 2023 Personal income increased $81.6 billion (0.4 percent at a monthly rate) in November, according to estimates released today by the Bureau of",EST,2023-12-22T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-november-2023,personal-income-and-outlays-november-2023,2026-09-03T15:48:02.363687Z,official document release or embargo timestamp,2023-12-22T15:30:00
EMPLOYMENT,"embargoed until USDL-24-0006 8:30 a.m. (ET) Friday, January 5, 2024 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",ET,2024-01-05T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_01052024.htm,empsit_01052024,2026-09-03T15:44:51.657406Z,official document release or embargo timestamp,2024-01-05T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Thursday, January 11, 2024 USDL-24-0019 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - DECEMBER 2023 The Consumer Price Index ",ET,2024-01-11T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_01112024.htm,cpi_01112024,2026-09-03T15:42:57.766345Z,official document release or embargo timestamp,2024-01-11T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Friday, January 26, 2024 BEA 24–03 Personal Income and Outlays, December 2023 Personal income increased $60.0 billion (0.3 percent at a monthly rate) in December, according to estimates released today by the Bureau of ",EST,2024-01-26T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2024/personal-income-and-outlays-december-2023,personal-income-and-outlays-december-2023,2026-09-03T15:48:11.824588Z,official document release or embargo timestamp,2024-01-26T15:30:00
FOMC,"For release at 2:00 p.m. EST Share The Federal Open Market Committee, at its annual organization meeting this week, unanimously reaffirmed its ""Statement on Longer-Run Goals and Monetary Policy Strategy,"" often known as the consensus statement, which articulat",EST,2024-01-31T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131b.htm,monetary20240131b,2026-09-03T15:49:13.335010Z,official document release or embargo timestamp,2024-01-31T21:00:00
EMPLOYMENT,"embargoed until USDL-24-0148 8:30 a.m. (ET) Friday, February 2, 2024 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2024-02-02T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_02022024.htm,empsit_02022024,2026-09-03T15:44:52.310136Z,official document release or embargo timestamp,2024-02-02T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, February 13, 2024 USDL-24-0265 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - JANUARY 2024 The Consumer Price Index f",ET,2024-02-13T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_02132024.htm,cpi_02132024,2026-09-03T15:42:58.206767Z,official document release or embargo timestamp,2024-02-13T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Thursday, February 29, 2024 BEA 24–06 Personal Income and Outlays, January 2024 Personal income increased $233.7 billion (1.0 percent at a monthly rate) in January, according to estimates released today by the Bureau o",EST,2024-02-29T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2024/personal-income-and-outlays-january-2024,personal-income-and-outlays-january-2024,2026-09-03T15:48:14.818669Z,official document release or embargo timestamp,2024-02-29T15:30:00
EMPLOYMENT,"embargoed until USDL-24-0451 8:30 a.m. (ET) Friday, March 8, 2024 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * P",ET,2024-03-08T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_03082024.htm,empsit_03082024,2026-09-03T15:44:53.565487Z,official document release or embargo timestamp,2024-03-08T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, March 12, 2024 USDL-24-0483 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - FEBRUARY 2024 The Consumer Price Index for",ET,2024-03-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_03122024.htm,cpi_03122024,2026-09-03T15:42:58.805203Z,official document release or embargo timestamp,2024-03-12T14:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators suggest that economic activity has been expanding at a solid pace. Job gains have remained strong, and the unemployment rate has remained low. Inflation has eased over the past year but remains elevated. The",EDT,2024-03-20T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240320a.htm,monetary20240320a,2026-09-03T15:49:13.710904Z,official document release or embargo timestamp,2024-03-20T20:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, March 29, 2024 BEA 24–12 Personal Income and Outlays, February 2024 Personal income increased $66.5 billion (0.3 percent at a monthly rate) in February, according to estimates released today by the Bureau of Ec",EDT,2024-03-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2024/personal-income-and-outlays-february-2024,personal-income-and-outlays-february-2024,2026-09-03T15:48:13.324771Z,official document release or embargo timestamp,2024-03-29T14:30:00
EMPLOYMENT,"embargoed until USDL-24-0629 8:30 a.m. (ET) Friday, April 5, 2024 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * P",ET,2024-04-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_04052024.htm,empsit_04052024,2026-09-03T15:44:54.787342Z,official document release or embargo timestamp,2024-04-05T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Wednesday, April 10, 2024 USDL-24-0653 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - MARCH 2024 The Consumer Price Index for ",ET,2024-04-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_04102024.htm,cpi_04102024,2026-09-03T15:42:59.610387Z,official document release or embargo timestamp,2024-04-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, April 26, 2024 BEA 24—17 Personal Income and Outlays, March 2024 Personal income increased $122.0 billion (0.5 percent at a monthly rate) in March, according to estimates released today by the Bureau of Economi",EDT,2024-04-26T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2024/personal-income-and-outlays-march-2024,personal-income-and-outlays-march-2024,2026-09-03T15:48:19.318508Z,official document release or embargo timestamp,2024-04-26T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators suggest that economic activity has continued to expand at a solid pace. Job gains have remained strong, and the unemployment rate has remained low. Inflation has eased over the past year but remains elevated",EDT,2024-05-01T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240501a.htm,monetary20240501a,2026-09-03T15:49:14.460448Z,official document release or embargo timestamp,2024-05-01T21:00:00
EMPLOYMENT,"embargoed until USDL-24-0796 8:30 a.m. (ET) Friday, May 3, 2024 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * Pre",ET,2024-05-03T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_05032024.htm,empsit_05032024,2026-09-03T15:44:55.717612Z,official document release or embargo timestamp,2024-05-03T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Wednesday, May 15, 2024 USDL-24-0944 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - APRIL 2024 The Consumer Price Index for Al",ET,2024-05-15T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_05152024.htm,cpi_05152024,2026-09-03T15:43:00.215500Z,official document release or embargo timestamp,2024-05-15T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, May 31, 2024 BEA 24—20 Personal Income and Outlays, April 2024 Personal income increased $65.3 billion (0.3 percent at a monthly rate) in April, according to estimates released today by the Bureau of Economic A",EDT,2024-05-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2024/personal-income-and-outlays-april-2024,personal-income-and-outlays-april-2024,2026-09-03T15:48:09.636744Z,official document release or embargo timestamp,2024-05-31T15:30:00
